day_of_week,is_weekend,month,menu_category,is_festival,festival_type,is_poya_day,temperature_avg,rainfall_mm,is_heavy_rain,supplier_invoice_qty,daily_demand_qty
6,0,10,4,0,2,0,26.2,5.2,0,123,92
6,0,10,0,0,2,0,31.8,3.3,0,158,143
4,0,10,4,0,2,0,27.6,0.7,0,147,117
4,0,10,2,0,2,0,29.6,5.0,0,98,80
4,0,10,0,0,2,0,31.7,0.0,0,175,144
4,0,10,3,0,2,0,28.2,2.1,0,96,78
4,0,10,1,0,2,0,32.0,1.5,0,97,72
0,0,10,3,0,2,0,27.3,8.9,0,89,68
0,0,10,1,0,2,0,28.5,4.9,0,100,72
0,0,10,2,0,2,0,31.0,1.3,0,164,146
0,0,10,4,0,2,0,26.6,0.2,0,137,101
0,0,10,0,0,2,0,29.3,3.7,0,117,95
2,1,10,3,0,2,0,28.0,3.3,0,92,98
2,1,10,1,0,2,0,32.3,2.3,0,128,145
2,1,10,2,0,2,0,27.8,2.9,0,136,151
2,1,10,4,0,2,0,28.4,3.8,0,159,179
2,1,10,0,0,2,0,29.6,2.4,0,133,147
3,1,10,4,0,2,0,29.1,2.9,0,134,116
3,1,10,2,0,2,0,31.7,2.0,0,119,105
3,1,10,0,0,2,0,26.8,8.2,0,135,153
3,1,10,3,0,2,0,27.8,2.6,0,126,117
3,1,10,1,0,2,0,28.0,2.1,0,144,146
1,0,10,3,0,2,0,32.6,1.6,0,156,123
1,0,10,1,0,2,0,31.6,3.9,0,98,92
1,0,10,2,0,2,0,26.6,0.7,0,121,113
1,0,10,4,0,2,0,31.5,0.1,0,81,66
1,0,10,0,0,2,0,30.9,5.3,0,118,108
5,0,10,3,0,2,0,32.7,1.1,0,118,95
5,0,10,1,0,2,0,27.2,15.2,0,148,106
5,0,10,2,0,2,0,31.9,0.2,0,147,123
5,0,10,4,0,2,0,30.9,2.9,0,136,118
5,0,10,0,0,2,0,26.9,7.6,0,154,114
6,0,11,0,0,2,0,27.3,2.9,0,191,180
6,0,11,4,0,2,0,29.5,1.2,0,138,103
6,0,11,2,0,2,0,28.4,4.9,0,164,124
6,0,11,3,0,2,0,28.7,1.7,0,88,79
6,0,11,1,0,2,0,29.4,6.3,0,165,148
4,0,11,3,0,2,0,30.0,8.0,0,118,108
4,0,11,1,0,2,0,27.7,2.4,0,174,153
4,0,11,2,0,2,0,28.6,0.4,0,117,90
4,0,11,4,0,2,0,30.1,5.1,0,151,142
4,0,11,0,0,2,0,32.7,1.1,0,171,149
0,0,11,3,0,2,0,31.9,1.6,0,107,83
0,0,11,1,0,2,0,29.7,4.7,0,102,74
0,0,11,2,0,2,0,27.6,0.5,0,158,126
0,0,11,4,0,2,0,28.5,1.5,0,91,85
0,0,11,0,0,2,0,31.0,0.0,0,91,75
2,1,11,4,0,2,0,30.2,5.4,0,113,123
2,1,11,2,0,2,0,28.7,2.7,0,113,97
2,1,11,0,0,2,0,26.2,7.4,0,193,180
2,1,11,3,0,2,0,31.5,3.0,0,187,212
2,1,11,1,0,2,0,27.7,4.6,0,174,191
3,1,11,3,0,2,0,32.6,4.5,0,130,112
3,1,11,1,0,2,0,27.4,1.7,0,86,79
3,1,11,2,0,2,0,32.1,0.4,0,167,152
3,1,11,4,0,2,0,27.5,2.1,0,153,129
3,1,11,0,0,2,0,29.6,0.6,0,181,205
1,0,11,3,0,2,0,32.7,6.4,0,180,129
1,0,11,1,0,2,0,28.2,1.2,0,187,151
1,0,11,2,0,2,0,26.6,5.5,0,92,73
1,0,11,4,0,2,0,30.8,1.5,0,178,153
1,0,11,0,0,2,0,33.0,6.0,0,145,113
5,0,11,0,0,2,0,31.3,3.4,0,124,87
5,0,11,4,0,2,0,30.0,3.0,0,153,113
5,0,11,3,0,2,0,30.9,5.8,0,190,140
5,0,11,1,0,2,0,32.0,6.8,0,91,80
5,0,11,2,0,2,0,30.9,17.5,0,120,87
6,0,11,3,0,2,0,27.8,2.9,0,150,112
6,0,11,1,0,2,0,29.8,5.0,0,146,104
6,0,11,2,0,2,0,27.6,2.7,0,145,135
6,0,11,4,0,2,0,26.9,4.2,0,177,135
6,0,11,0,0,2,0,29.2,0.6,0,96,78
4,0,11,3,0,2,0,27.1,1.5,0,189,169
4,0,11,1,0,2,0,31.7,5.8,0,168,136
4,0,11,2,0,2,0,26.3,2.8,0,128,110
4,0,11,4,0,2,0,29.2,3.0,0,182,165
4,0,11,0,0,2,0,26.6,8.0,0,194,150
0,0,11,4,0,2,0,32.4,2.3,0,182,165
0,0,11,0,0,2,0,30.4,0.3,0,137,117
0,0,11,2,0,2,0,32.1,3.0,0,120,92
0,0,11,3,0,2,0,29.8,0.6,0,127,121
0,0,11,1,0,2,0,27.5,0.4,0,181,133
2,1,11,3,0,2,0,27.5,2.4,0,126,116
2,1,11,1,0,2,0,28.7,11.5,0,177,200
2,1,11,2,0,2,0,29.2,2.8,0,98,104
2,1,11,4,0,2,0,27.9,4.1,0,130,126
2,1,11,0,0,2,0,29.2,6.2,0,108,121
3,1,11,3,0,2,0,26.2,4.8,0,106,96
3,1,11,1,0,2,0,28.9,1.7,0,145,125
3,1,11,2,0,2,0,31.8,4.2,0,144,143
3,1,11,4,0,2,0,29.8,1.2,0,80,89
3,1,11,0,0,2,0,29.1,0.2,0,130,113
1,0,11,0,0,2,0,31.7,5.5,0,169,149
1,0,11,4,0,2,0,32.8,1.8,0,153,132
1,0,11,2,0,2,0,27.9,2.0,0,164,118
1,0,11,3,0,2,0,26.4,3.6,0,153,109
1,0,11,1,0,2,0,29.0,2.5,0,140,131
5,0,11,3,0,2,1,27.9,1.5,0,94,81
5,0,11,1,0,2,1,26.3,3.6,0,131,115
5,0,11,2,0,2,1,32.8,16.3,0,186,134
5,0,11,4,0,2,1,30.7,6.9,0,137,116
5,0,11,0,0,2,1,27.0,11.1,0,151,115
6,0,11,3,0,2,1,29.9,0.9,0,100,76
6,0,11,1,0,2,1,30.4,0.1,0,199,142
6,0,11,2,0,2,1,31.9,2.3,0,172,144
6,0,11,4,0,2,1,26.6,5.7,0,108,95
6,0,11,0,0,2,1,32.1,0.8,0,116,83
4,0,11,4,0,2,0,29.1,1.2,0,171,145
4,0,11,0,0,2,0,31.2,4.5,0,86,75
4,0,11,1,0,2,0,26.8,0.9,0,196,153
4,0,11,3,0,2,0,30.1,7.3,0,159,132
4,0,11,2,0,2,0,28.4,3.6,0,167,157
0,0,11,3,0,2,0,28.0,4.7,0,145,126
0,0,11,1,0,2,0,32.0,13.2,0,153,127
0,0,11,2,0,2,0,28.4,1.6,0,85,72
0,0,11,4,0,2,0,30.3,6.1,0,161,146
0,0,11,0,0,2,0,26.4,5.5,0,182,171
2,1,11,4,0,2,0,29.4,0.1,0,153,163
2,1,11,2,0,2,0,27.2,1.1,0,187,160
2,1,11,0,0,2,0,29.5,9.7,0,95,101
2,1,11,3,0,2,0,28.1,0.1,0,80,68
2,1,11,1,0,2,0,32.7,0.9,0,82,86
3,1,11,3,0,2,0,27.8,9.0,0,94,98
3,1,11,1,0,2,0,30.2,5.6,0,194,216
3,1,11,2,0,2,0,32.5,0.7,0,154,143
3,1,11,4,0,2,0,28.1,1.8,0,166,181
3,1,11,0,0,2,0,29.2,1.2,0,128,142
1,0,11,3,0,2,0,26.7,4.3,0,184,157
1,0,11,1,0,2,0,27.6,3.2,0,196,184
1,0,11,2,0,2,0,30.7,1.4,0,135,97
1,0,11,4,0,2,0,31.7,1.6,0,134,97
1,0,11,0,0,2,0,29.0,6.4,0,130,95
5,0,11,4,0,2,0,26.4,0.1,0,108,77
5,0,11,2,0,2,0,30.6,3.1,0,100,75
5,0,11,0,0,2,0,29.2,8.9,0,110,81
5,0,11,3,0,2,0,30.5,0.9,0,132,110
5,0,11,1,0,2,0,26.6,1.1,0,161,127
6,0,11,3,0,2,0,29.0,1.7,0,81,71
6,0,11,1,0,2,0,30.7,15.6,0,178,135
6,0,11,2,0,2,0,26.9,8.7,0,81,59
6,0,11,4,0,2,0,31.5,9.6,0,95,77
6,0,11,0,0,2,0,29.4,1.0,0,91,71
4,0,11,3,0,2,0,31.3,11.0,0,153,143
4,0,11,1,0,2,0,32.7,1.1,0,128,98
4,0,11,2,0,2,0,26.5,1.2,0,136,95
4,0,11,4,0,2,0,27.1,1.7,0,85,75
4,0,11,0,0,2,0,26.2,1.9,0,161,131
0,0,11,0,0,2,0,30.8,1.1,0,87,72
0,0,11,4,0,2,0,33.0,1.0,0,147,118
0,0,11,2,0,2,0,30.1,9.7,0,99,90
0,0,11,3,0,2,0,26.7,9.1,0,154,133
0,0,11,1,0,2,0,28.8,3.6,0,143,102
2,1,11,3,0,2,0,31.6,0.6,0,110,104
2,1,11,1,0,2,0,26.4,5.3,0,146,127
2,1,11,2,0,2,0,27.9,6.8,0,136,125
2,1,11,4,0,2,0,26.6,2.0,0,82,84
2,1,11,0,0,2,0,28.9,0.7,0,123,108
3,1,11,3,0,2,0,26.4,0.1,0,197,169
3,1,11,1,0,2,0,26.8,3.5,0,81,74
3,1,11,2,0,2,0,28.1,2.6,0,185,195
3,1,11,4,0,2,0,31.1,0.8,0,168,179
3,1,11,0,0,2,0,29.5,0.5,0,197,197
1,0,11,0,0,2,0,27.9,2.4,0,186,164
1,0,11,4,0,2,0,27.0,0.4,0,125,108
1,0,11,2,0,2,0,31.0,1.1,0,177,142
1,0,11,1,0,2,0,31.6,3.6,0,121,109
1,0,11,3,0,2,0,33.0,2.6,0,103,83
5,0,11,3,0,2,0,28.2,2.8,0,136,128
5,0,11,1,0,2,0,27.3,5.1,0,98,79
5,0,11,2,0,2,0,31.3,0.6,0,166,155
5,0,11,4,0,2,0,30.4,2.3,0,162,134
5,0,11,0,0,2,0,26.1,2.2,0,120,88
6,0,11,4,0,2,0,32.1,4.4,0,102,73
6,0,11,2,0,2,0,26.5,3.5,0,84,64
6,0,11,0,0,2,0,30.9,0.2,0,105,83
6,0,11,3,0,2,0,32.1,1.3,0,95,86
6,0,11,1,0,2,0,30.1,0.9,0,84,68
4,0,11,3,0,2,0,33.0,2.6,0,144,106
4,0,11,1,0,2,0,28.0,8.1,0,129,105
4,0,11,2,0,2,0,31.0,3.5,0,151,129
4,0,11,4,0,2,0,26.6,1.0,0,137,127
4,0,11,0,0,2,0,28.3,12.2,0,118,110
0,0,12,3,0,2,0,30.5,9.2,0,127,101
0,0,12,1,0,2,0,26.7,3.9,0,184,137
0,0,12,2,0,2,0,28.1,0.2,0,131,105
0,0,12,4,0,2,0,32.5,5.0,0,113,83
0,0,12,0,0,2,0,28.7,0.1,0,138,120
2,1,12,4,0,2,0,28.9,0.4,0,120,113
2,1,12,2,0,2,0,31.0,6.0,0,170,143
2,1,12,0,0,2,0,27.7,17.7,0,178,178
2,1,12,3,0,2,0,28.0,3.5,0,146,141
2,1,12,1,0,2,0,28.1,13.1,0,146,133
3,1,12,3,0,2,0,33.0,6.4,0,108,98
3,1,12,1,0,2,0,28.0,2.1,0,121,135
3,1,12,2,0,2,0,28.6,0.4,0,111,105
3,1,12,4,0,2,0,28.4,0.0,0,117,128
3,1,12,0,0,2,0,28.9,15.7,0,157,167
1,0,12,3,0,2,0,26.2,0.5,0,197,153
1,0,12,1,0,2,0,28.6,5.9,0,144,115
1,0,12,2,0,2,0,32.6,2.1,0,123,101
1,0,12,4,0,2,0,32.3,9.5,0,119,93
1,0,12,0,0,2,0,27.5,6.7,0,145,109
5,0,12,0,0,2,0,26.1,0.2,0,180,163
5,0,12,4,0,2,0,29.8,2.8,0,81,71
5,0,12,2,0,2,0,30.0,4.1,0,116,110
5,0,12,3,0,2,0,31.6,7.6,0,88,82
5,0,12,1,0,2,0,27.3,3.4,0,145,121
6,0,12,3,0,2,0,26.1,3.1,0,172,151
6,0,12,1,0,2,0,31.7,4.4,0,104,86
6,0,12,2,0,2,0,31.4,2.7,0,146,126
6,0,12,4,0,2,0,27.2,8.2,0,91,78
6,0,12,0,0,2,0,26.6,4.1,0,173,124
4,0,12,3,0,2,0,30.4,1.2,0,126,92
4,0,12,1,0,2,0,30.4,10.9,0,148,120
4,0,12,2,0,2,0,31.3,0.6,0,129,112
4,0,12,4,0,2,0,31.7,1.2,0,156,142
4,0,12,0,0,2,0,32.0,0.4,0,175,156
0,0,12,4,0,2,0,31.3,6.5,0,97,89
0,0,12,2,0,2,0,27.6,4.1,0,165,129
0,0,12,0,0,2,0,30.2,0.5,0,95,77
0,0,12,3,0,2,0,26.6,2.4,0,183,161
0,0,12,1,0,2,0,26.7,3.9,0,175,157
2,1,12,3,0,2,0,26.8,2.4,0,196,171
2,1,12,1,0,2,0,29.5,6.7,0,96,94
2,1,12,2,0,2,0,28.5,1.8,0,172,165
2,1,12,4,0,2,0,31.9,2.7,0,156,169
2,1,12,0,0,2,0,28.4,0.2,0,183,176
3,1,12,4,0,2,0,31.4,0.7,0,173,161
3,1,12,2,0,2,0,26.7,1.1,0,164,143
3,1,12,0,0,2,0,26.2,1.6,0,95,96
3,1,12,3,0,2,0,28.3,2.7,0,96,107
3,1,12,1,0,2,0,32.4,3.7,0,113,106
1,0,12,3,0,2,0,28.5,2.4,0,129,101
1,0,12,1,0,2,0,27.9,0.8,0,85,69
1,0,12,2,0,2,0,31.3,0.9,0,171,148
1,0,12,4,0,2,0,27.7,2.7,0,182,143
1,0,12,0,0,2,0,29.9,0.9,0,177,150
5,0,12,3,0,2,0,29.2,6.8,0,133,99
5,0,12,1,0,2,0,31.7,2.2,0,138,128
5,0,12,2,0,2,0,26.9,0.8,0,183,139
5,0,12,4,0,2,0,26.9,0.5,0,142,134
5,0,12,0,0,2,0,28.6,10.3,0,161,118
6,0,12,4,0,2,0,31.5,2.9,0,166,121
6,0,12,2,0,2,0,26.8,1.9,0,90,81
6,0,12,0,0,2,0,30.1,4.4,0,116,103
6,0,12,3,0,2,0,32.4,2.7,0,178,169
6,0,12,1,0,2,0,27.9,4.5,0,162,122
4,0,12,3,0,2,1,29.8,0.3,0,81,69
4,0,12,1,0,2,1,30.5,4.8,0,117,101
4,0,12,2,0,2,1,31.6,2.5,0,199,188
4,0,12,4,0,2,1,31.2,0.5,0,97,72
4,0,12,0,0,2,1,29.6,2.7,0,178,169
0,0,12,3,0,2,1,27.2,4.5,0,146,104
0,0,12,1,0,2,1,26.4,0.8,0,118,89
0,0,12,2,0,2,1,31.2,21.7,1,127,98
0,0,12,4,0,2,1,27.1,1.4,0,129,114
0,0,12,0,0,2,1,32.2,0.3,0,151,121
2,1,12,0,0,2,0,27.5,0.5,0,107,102
2,1,12,4,0,2,0,30.0,1.6,0,94,96
2,1,12,2,0,2,0,29.6,3.0,0,146,161
2,1,12,3,0,2,0,32.9,0.2,0,137,128
2,1,12,1,0,2,0,29.2,1.3,0,160,175
3,1,12,3,0,2,0,27.7,0.1,0,149,138
3,1,12,1,0,2,0,26.9,0.6,0,180,157
3,1,12,2,0,2,0,27.4,35.2,1,158,141
3,1,12,4,0,2,0,27.1,1.1,0,123,107
3,1,12,0,0,2,0,32.7,3.8,0,150,144
1,0,12,3,0,2,0,32.4,4.2,0,114,102
1,0,12,1,0,2,0,32.5,2.6,0,157,126
1,0,12,2,0,2,0,26.4,2.7,0,188,164
1,0,12,4,0,2,0,27.7,10.7,0,176,159
1,0,12,0,0,2,0,27.1,1.8,0,126,89
5,0,12,4,0,2,0,30.0,9.7,0,146,120
5,0,12,2,0,2,0,32.7,0.3,0,187,149
5,0,12,0,0,2,0,28.7,14.3,0,162,139
5,0,12,3,0,2,0,31.5,1.8,0,119,89
5,0,12,1,0,2,0,28.6,0.4,0,157,117
6,0,12,3,0,2,0,30.6,8.1,0,86,75
6,0,12,1,0,2,0,27.5,1.0,0,98,87
6,0,12,2,0,2,0,31.3,3.7,0,127,95
6,0,12,4,0,2,0,26.1,0.4,0,104,85
6,0,12,0,0,2,0,27.2,1.6,0,183,133
4,0,12,3,0,2,0,28.7,0.2,0,107,93
4,0,12,1,0,2,0,31.9,1.0,0,89,73
4,0,12,2,0,2,0,29.6,0.8,0,161,147
4,0,12,4,0,2,0,29.5,15.9,0,186,146
4,0,12,0,0,2,0,32.3,11.3,0,81,75
0,0,12,0,0,2,0,26.7,3.1,0,121,98
0,0,12,4,0,2,0,26.4,1.9,0,119,88
0,0,12,3,0,2,0,26.5,3.2,0,177,166
0,0,12,1,0,2,0,31.4,3.9,0,176,160
0,0,12,2,0,2,0,27.4,7.0,0,98,81
2,1,12,3,0,2,0,27.0,2.0,0,150,158
2,1,12,1,0,2,0,32.9,4.8,0,146,138
2,1,12,2,0,2,0,26.6,5.2,0,125,106
2,1,12,4,0,2,0,30.9,0.1,0,114,122
2,1,12,0,0,2,0,28.7,2.3,0,170,143
3,1,12,3,0,2,0,28.5,3.7,0,96,106
3,1,12,1,0,2,0,29.4,5.2,0,172,159
3,1,12,2,0,2,0,32.5,5.1,0,100,93
3,1,12,4,0,2,0,26.6,4.6,0,194,193
3,1,12,0,0,2,0,29.8,1.8,0,125,122
1,0,12,4,0,2,0,27.2,0.8,0,83,77
1,0,12,0,0,2,0,30.7,0.4,0,131,113
1,0,12,1,0,2,0,26.4,0.2,0,90,72
1,0,12,3,0,2,0,30.7,1.5,0,90,74
1,0,12,2,0,2,0,27.9,2.2,0,157,139
5,0,12,3,0,2,0,31.8,2.2,0,159,146
5,0,12,1,0,2,0,28.9,4.8,0,137,120
5,0,12,2,0,2,0,26.1,2.9,0,134,120
5,0,12,4,0,2,0,29.1,2.4,0,152,124
5,0,12,0,0,2,0,32.6,4.5,0,115,105
6,0,12,3,0,2,0,32.3,3.1,0,110,90
6,0,12,1,0,2,0,30.1,1.8,0,174,144
6,0,12,2,0,2,0,26.4,9.9,0,180,141
6,0,12,4,0,2,0,32.5,9.7,0,170,141
6,0,12,0,0,2,0,31.0,3.5,0,180,170
4,0,12,0,0,2,0,30.9,18.7,0,191,161
4,0,12,4,0,2,0,29.0,4.2,0,131,116
4,0,12,1,0,2,0,30.5,8.9,0,150,129
4,0,12,3,0,2,0,32.2,3.7,0,107,93
4,0,12,2,0,2,0,29.9,5.4,0,116,105
0,0,12,3,0,2,0,31.9,2.3,0,185,150
0,0,12,1,0,2,0,29.8,6.4,0,193,177
0,0,12,2,0,2,0,26.4,8.8,0,199,140
0,0,12,4,0,2,0,28.9,1.4,0,179,127
0,0,12,0,0,2,0,28.5,7.8,0,96,70
2,1,12,0,0,2,0,30.1,5.1,0,186,170
2,1,12,3,0,2,0,28.2,8.7,0,175,195
2,1,12,1,0,2,0,31.3,2.8,0,187,183
2,1,12,2,0,2,0,26.4,1.2,0,133,116
2,1,12,4,0,2,0,31.1,2.0,0,168,155
3,1,12,2,0,2,0,31.0,5.0,0,87,92
3,1,12,4,0,2,0,26.2,3.6,0,129,147
3,1,12,3,0,2,0,29.4,0.3,0,149,150
3,1,12,1,0,2,0,29.9,0.5,0,138,152
3,1,12,0,0,2,0,30.4,2.3,0,133,136
1,0,1,0,0,2,0,30.9,7.6,0,170,122
1,0,1,4,0,2,0,30.8,11.9,0,89,73
1,0,1,2,0,2,0,27.6,4.6,0,192,147
1,0,1,1,0,2,0,32.3,0.8,0,168,148
1,0,1,3,0,2,0,26.3,0.4,0,197,154
5,0,1,3,0,2,0,32.5,5.8,0,166,125
5,0,1,1,0,2,0,29.1,6.4,0,184,162
5,0,1,2,0,2,0,32.5,2.9,0,183,153
5,0,1,4,0,2,0,31.2,5.2,0,146,120
5,0,1,0,0,2,0,30.4,0.0,0,85,62
6,0,1,4,0,2,0,28.6,0.1,0,185,166
6,0,1,2,0,2,0,27.7,2.0,0,100,73
6,0,1,0,0,2,0,27.4,0.3,0,103,72
6,0,1,3,0,2,0,27.9,2.7,0,122,98
6,0,1,1,0,2,0,31.0,3.7,0,89,78
4,0,1,3,0,2,0,26.6,6.6,0,179,150
4,0,1,1,0,2,0,28.0,1.7,0,180,128
4,0,1,2,0,2,0,31.5,7.5,0,150,108
4,0,1,4,0,2,0,32.0,4.0,0,110,97
4,0,1,0,0,2,0,32.9,0.7,0,182,156
0,0,1,3,0,2,0,29.3,12.9,0,118,85
0,0,1,1,0,2,0,33.0,0.1,0,98,71
0,0,1,2,0,2,0,28.5,7.8,0,120,111
0,0,1,4,0,2,0,32.5,0.0,0,150,140
0,0,1,0,0,2,0,32.1,2.8,0,186,152
2,1,1,4,0,2,0,31.3,1.5,0,180,183
2,1,1,2,0,2,0,29.9,2.8,0,97,103
2,1,1,0,0,2,0,26.1,5.7,0,157,145
2,1,1,3,0,2,0,30.2,0.8,0,192,193
2,1,1,1,0,2,0,28.4,2.9,0,152,132
3,1,1,3,0,2,0,29.9,0.0,0,115,130
3,1,1,1,0,2,0,27.7,1.6,0,104,100
3,1,1,2,0,2,0,30.7,0.8,0,85,89
3,1,1,4,0,2,0,29.9,2.0,0,168,179
3,1,1,0,0,2,0,29.8,2.4,0,135,149
1,0,1,3,0,2,0,26.5,4.9,0,95,68
1,0,1,1,0,2,0,28.6,10.4,0,82,75
1,0,1,2,0,2,0,32.6,5.4,0,153,133
1,0,1,4,0,2,0,28.9,2.5,0,112,86
1,0,1,0,0,2,0,27.7,1.8,0,157,122
5,0,1,0,0,2,0,26.9,3.1,0,167,150
5,0,1,4,0,2,0,27.5,2.9,0,177,129
5,0,1,2,0,2,0,30.1,3.0,0,136,127
5,0,1,3,0,2,0,28.7,7.7,0,173,138
5,0,1,1,0,2,0,32.4,0.1,0,123,114
6,0,1,3,0,2,0,27.4,0.4,0,188,134
6,0,1,1,0,2,0,30.7,3.0,0,184,138
6,0,1,2,0,2,0,28.6,2.8,0,130,101
6,0,1,4,0,2,0,29.7,4.2,0,178,149
6,0,1,0,0,2,0,31.7,0.8,0,155,111
4,0,1,3,0,2,0,28.4,5.4,0,150,120
4,0,1,1,0,2,0,27.0,4.4,0,97,91
4,0,1,2,0,2,0,26.5,2.4,0,110,93
4,0,1,4,0,2,0,26.6,2.4,0,181,137
4,0,1,0,0,2,0,30.2,4.8,0,135,104
0,0,1,0,0,2,0,28.1,3.4,0,80,72
0,0,1,4,0,2,0,29.6,0.6,0,173,127
0,0,1,2,0,2,0,28.2,0.8,0,183,155
0,0,1,1,0,2,0,32.2,2.3,0,94,86
0,0,1,3,0,2,0,28.9,9.2,0,89,67
2,1,1,3,0,2,0,28.7,6.4,0,100,107
2,1,1,1,0,2,0,28.3,5.5,0,161,174
2,1,1,2,0,2,0,28.0,4.2,0,115,105
2,1,1,4,0,2,0,26.4,0.6,0,156,159
2,1,1,0,0,2,0,29.7,8.3,0,145,145
3,1,1,4,0,2,1,31.6,2.1,0,121,131
3,1,1,2,0,2,1,28.5,3.1,0,195,211
3,1,1,0,0,2,1,29.9,5.4,0,194,184
3,1,1,3,0,2,1,30.6,1.1,0,130,110
3,1,1,1,0,2,1,29.6,3.0,0,133,127
1,0,1,3,0,2,1,30.3,1.9,0,160,135
1,0,1,1,0,2,1,31.2,1.9,0,88,71
1,0,1,2,0,2,1,32.0,6.4,0,163,136
1,0,1,4,0,2,1,30.6,9.3,0,147,121
1,0,1,0,0,2,1,29.1,1.0,0,185,169
5,0,1,3,0,2,0,28.9,0.4,0,190,144
5,0,1,1,0,2,0,28.0,5.9,0,116,107
5,0,1,2,0,2,0,31.2,0.1,0,143,103
5,0,1,4,0,2,0,28.4,0.4,0,112,102
5,0,1,0,0,2,0,29.3,0.0,0,186,174
6,0,1,4,0,2,0,32.0,5.3,0,121,105
6,0,1,2,0,2,0,27.2,0.5,0,107,92
6,0,1,0,0,2,0,26.5,19.8,0,136,120
6,0,1,3,0,2,0,28.4,0.7,0,83,73
6,0,1,1,0,2,0,27.2,8.8,0,167,156
4,0,1,3,0,2,0,26.8,2.9,0,166,120
4,0,1,1,0,2,0,26.0,2.4,0,184,137
4,0,1,2,0,2,0,32.4,2.5,0,128,109
4,0,1,4,0,2,0,30.2,0.3,0,177,159
4,0,1,0,0,2,0,32.3,14.8,0,115,98
0,0,1,3,0,2,0,27.9,1.4,0,164,150
0,0,1,1,0,2,0,30.5,0.7,0,159,143
0,0,1,2,0,2,0,27.1,0.1,0,161,136
0,0,1,4,0,2,0,27.0,2.2,0,100,83
0,0,1,0,0,2,0,28.2,5.2,0,89,80
2,1,1,0,0,2,0,30.1,4.0,0,175,171
2,1,1,4,0,2,0,28.2,0.4,0,192,167
2,1,1,2,0,2,0,30.8,1.2,0,107,121
2,1,1,3,0,2,0,32.6,7.9,0,112,113
2,1,1,1,0,2,0,31.8,1.4,0,144,126
3,1,1,3,0,2,0,29.0,6.4,0,190,214
3,1,1,1,0,2,0,31.8,3.3,0,129,138
3,1,1,2,0,2,0,26.4,0.1,0,99,107
3,1,1,4,0,2,0,29.6,0.2,0,179,200
3,1,1,0,0,2,0,32.0,4.9,0,166,179
1,0,1,3,0,2,0,32.5,5.9,0,101,76
1,0,1,1,0,2,0,31.7,0.9,0,185,135
1,0,1,2,0,2,0,32.7,1.4,0,129,93
1,0,1,4,0,2,0,29.6,10.0,0,125,99
1,0,1,0,0,2,0,28.7,0.4,0,90,67
5,0,1,4,0,2,0,32.0,2.3,0,182,169
5,0,1,2,0,2,0,28.9,2.4,0,140,112
5,0,1,0,0,2,0,31.5,0.1,0,142,117
5,0,1,3,0,2,0,32.8,9.8,0,136,120
5,0,1,1,0,2,0,31.2,2.9,0,189,141
6,0,1,3,0,2,0,31.1,19.4,0,154,132
6,0,1,1,0,2,0,26.5,9.6,0,98,89
6,0,1,2,0,2,0,27.6,0.9,0,126,101
6,0,1,4,0,2,0,27.3,3.5,0,107,82
6,0,1,0,0,2,0,29.0,5.3,0,111,87
4,0,1,4,0,2,0,26.0,11.0,0,91,72
4,0,1,2,0,2,0,27.4,1.6,0,178,163
4,0,1,0,0,2,0,27.0,2.9,0,120,111
4,0,1,3,0,2,0,32.0,2.3,0,145,108
4,0,1,1,0,2,0,29.4,4.9,0,116,103
0,0,1,3,0,2,0,32.5,1.9,0,113,93
0,0,1,1,0,2,0,26.8,0.5,0,137,107
0,0,1,2,0,2,0,29.0,1.0,0,98,90
0,0,1,4,0,2,0,30.4,5.8,0,187,133
0,0,1,0,0,2,0,27.6,6.5,0,194,154
2,1,1,3,0,2,0,32.3,0.3,0,175,158
2,1,1,1,0,2,0,27.5,1.4,0,154,164
2,1,1,2,0,2,0,30.7,3.0,0,181,174
2,1,1,4,0,2,0,32.5,0.2,0,164,180
2,1,1,0,0,2,0,32.1,3.2,0,152,145
3,1,1,4,0,2,0,29.5,1.5,0,137,139
3,1,1,2,0,2,0,29.1,0.2,0,107,114
3,1,1,0,0,2,0,29.8,0.0,0,94,95
3,1,1,3,0,2,0,28.0,5.1,0,105,98
3,1,1,1,0,2,0,26.7,2.2,0,98,84
1,0,1,3,0,2,0,31.3,0.6,0,92,81
1,0,1,1,0,2,0,32.8,6.3,0,160,131
1,0,1,2,0,2,0,29.1,0.0,0,91,84
1,0,1,4,0,2,0,30.5,2.1,0,128,112
1,0,1,0,0,2,0,32.7,3.0,0,112,106
5,0,1,3,0,2,0,32.5,8.2,0,171,125
5,0,1,1,0,2,0,31.9,1.8,0,141,113
5,0,1,2,0,2,0,26.8,0.3,0,143,102
5,0,1,4,0,2,0,28.9,3.2,0,154,114
5,0,1,0,0,2,0,28.7,1.7,0,167,119
6,0,1,0,0,2,0,32.5,3.5,0,184,150
6,0,1,4,0,2,0,31.6,1.7,0,82,59
6,0,1,2,0,2,0,29.3,0.7,0,127,116
6,0,1,3,0,2,0,27.4,3.1,0,151,119
6,0,1,1,0,2,0,28.3,2.6,0,84,68
4,0,2,3,0,2,0,30.9,6.9,0,144,102
4,0,2,1,0,2,0,27.3,7.1,0,150,131
4,0,2,2,0,2,0,28.7,1.7,0,190,133
4,0,2,4,0,2,0,27.7,0.9,0,82,58
4,0,2,0,0,2,0,27.2,3.7,0,102,84
